revid,nameofrevolution,location,worldregion,startdatetxt,startdate,startyear,enddatetxt,enddate,endyear,yrsduration,monthsduration,daysduration,ongoing,startprior1900,fiveyrperiodstr,uncode,cowcode,cowmetrocode,unmetrocode,isoabb,indstate,colony,stateterr,foroccup,externalwar,electoralrev,politreform,urbmixrur,urbandum,leftist,antimonarch,democrat,independ,anticolonial,separatist,islamist,ethnicorder,eliterivalry,rightwing,anticommunist,othergoal,armed,civilwar,armednocivwar,urbanarmed,riots,landseizures,demonstrations,strikes,civilresistance,urbancivic,coupvolution,urbanleftist,ruralleftist,otherrural,otherurban,particnum,merchants,middleclass,intelligentsia,youth,peasants,gentry,workers,urbanpoor,business,clergy,soldiers,ethnicgroups,otherpart,totaldeaths,logdeaths,lndeaths,deathavgperyr,deathscat,ongoing,success,attainedpower,oldoverthrown,endproc,died
55,Bolivian Revolt of 1946,Bolivia,Latin America/Carribean,"July 14, 1946",14/07/1946,1946,"July 21, 1946",21/07/1946,1946,1,1,8,0,0,1945-49,68,145,,,BOL,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,,0,1,1,1,0,0,1,0,0,0,1,0,0,900,2.954243,6.802395,900,3,0,1,3,0,11,1
54,Huk Rebellion,Philippines,Asia,"August 24, 1946",24/08/1946,1946,"May 17, 1954",17/05/1954,1954,8,93,2824,0,0,1945-49,608,840,,,PHL,1,0,0,0,1,1,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,170000,0,0,1,0,1,0,1,0,0,0,0,0,0,23136,4.364288,10.049145,2892,5,0,0,0,0,4,1
301,228 Uprising,Taiwan,Asia,"February 27, 1947",27/02/1947,1947,"March 30, 1947",30/03/1947,1947,1,2,32,0,0,1945-49,158,713,,,TWN,1,0,0,0,1,0,0,U,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,1,1,26000,4.414973,10.165852,26000,5,0,0,0,0,1,1
57,Madagascar Rebellion,French-controlled Madagascar,Sub-Saharan Africa,"March 29, 1947",29/03/1947,1947,November 1948,30/11/1948,1948,2,21,613,0,0,1945-49,450,580,220,250,MDG,0,1,0,1,1,0,1,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000,0,0,1,0,1,0,0,0,0,0,0,1,1,52943,4.723808,10.876971,26471.5,6,0,0,0,0,4,1
62,Al-Wathbah,Iraq,Middle East/North Africa,"January 4, 1948",04/01/1948,1948,"May 18, 1948",18/05/1948,1948,1,5,136,0,0,1945-49,368,645,,,IRQ,1,0,0,0,0,0,0,U,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,100000,0,1,0,1,0,0,1,1,0,0,0,0,0,350,2.545307,5.860786,350,3,0,0,0,0,1,1
288,Communist Insurgency in Burma,Myanmar,Asia,"March 28, 1948",28/03/1948,1948,End of 1979,31/12/1979,1979,32,382,11601,0,0,1945-49,104,775,,,MMR,1,0,0,0,1,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5500,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,4,1
61,La Violencia,Colombia,Latin America/Carribean,"April 9, 1948",09/04/1948,1948,"May 27, 1958",27/05/1958,1958,11,122,3701,0,0,1945-49,170,100,,,COL,1,0,0,0,0,1,0,UR,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,1,1,0,0,0,0,0,190000,5.278753,12.154779,17272.7,6,0,0,0,1,1,1
204,Malayan Emergency,British-controlled Malaysia,Asia,"June 16, 1948",16/06/1948,1948,"July 31, 1960",31/07/1960,1960,13,146,4429,0,0,1945-49,458,820,200,826,MYS,0,1,0,1,1,0,0,R,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40000,0,0,1,0,1,0,1,0,0,0,0,1,1,11053,4.04348,9.310457,850.2,5,0,0,0,1,4,1
380,Callao Revolt,Peru,Latin America/Carribean,"October 3, 1948",03/10/1948,1948,"October 27, 1948",27/10/1948,1948,1,1,25,0,0,1945-49,604,135,,,PER,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,0,1,0,0,0,1,0,0,0,1,0,0,242,2.383815,5.488938,242,3,0,0,0,0,1,1
302,Karen Revolt,Myanmar-controlled Karen-ni,Asia,"January 31, 1949",31/01/1949,1949,1976,31/12/1976,1976,28,336,10197,0,0,1945-49,,7798,775,104,,0,0,1,0,1,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,1,1,1,0,0,0,0,0,0,1,1,,,,,,0,0,0,1,16,1
205,Darul Islam Guerrilla War,Indonesia,Asia,"August 7, 1949",07/08/1949,1949,August 1962,31/08/1962,1962,14,157,4773,0,0,1945-49,360,850,,,IDN,0,1,0,0,0,0,0,R,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000,1,0,0,0,1,0,0,0,1,1,0,0,1,17500,4.243038,9.769956,1250,5,0,0,1,0,7,1
289,Moluccan Independence Movement,Indonesian-controlled Molucca Islands,Pacific Oceania,"April 25, 1950",25/04/1950,1950,November 1950,15/11/1950,1950,1,7,205,0,0,1950-54,,8501,850,360,,0,0,1,0,0,0,0,RU,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,0,1,1,1,5000,3.69897,8.517193,5000,4,0,0,0,0,1,1
258,First Naga Rebellion,Indian-controlled Nagaland,Asia,"May 16, 1951",16/05/1951,1951,"November 11, 1975",11/11/1975,1975,25,294,8946,0,0,1950-54,,7509,750,356,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27500,0,0,0,0,0,0,0,0,0,0,0,1,1,92000,4.963788,11.429544,3680,6,0,0,1,0,7,0
359,Tunisian independence movement,French-controlled Tunisia,Middle East/North Africa,January 1952,01/01/1952,1952,"March 20, 1956",20/03/1956,1956,5,51,1541,0,0,1950-54,788,616,220,250,TUN,0,1,0,1,0,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2500,0,0,1,1,1,0,1,0,0,0,0,0,0,213,2.32838,5.361292,42.6,3,0,1,3,0,8,1
66,Egyptian Revolution of 1952,Egypt,Middle East/North Africa,"January 26, 1952",26/01/1952,1952,"July 25, 1952",25/07/1952,1952,1,6,182,0,0,1950-54,818,651,,,EGY,1,0,0,0,0,0,0,U,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,100000,0,0,0,1,0,0,1,0,0,0,1,0,0,53,1.724276,3.970292,53,2,0,1,3,0,3,1
65,Bolivian MNR Revolution,Bolivia,Latin America/Carribean,"April 8, 1952",08/04/1952,1952,"April 16, 1952",16/04/1952,1952,1,1,9,0,0,1950-54,68,145,,,BOL,1,0,0,0,0,1,0,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,1,0,1,600,2.778874,6.398595,600,3,0,1,3,0,5,1
318,Rosewater Revolution,Lebanon,Middle East/North Africa,"May 17, 1952",17/05/1952,1952,"September 18, 1952",18/09/1952,1952,1,5,125,0,0,1950-54,422,660,,,LBN,1,0,0,0,0,0,0,U,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,50000,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,2,1
64,Mau-Mau Revolt,British-controlled Kenya,Sub-Saharan Africa,"August 24, 1952",24/08/1952,1952,"October 21, 1956",21/10/1956,1956,5,50,1520,0,0,1950-54,404,501,200,826,KEN,0,1,0,0,0,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000,0,0,0,0,1,0,1,0,0,0,0,1,1,27288,4.435972,10.214202,5457.6,5,0,0,0,0,1,1
67,East German Uprising,East Germany,Europe,"June 16, 1953",16/06/1953,1953,"June 20, 1953",20/06/1953,1953,1,1,5,0,0,1950-54,278,265,,,DDR,1,0,0,0,0,0,1,U,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,300000,0,1,0,0,0,0,1,0,0,0,0,0,0,316,2.499687,5.755742,316,3,0,0,0,0,1,1
68,Algerian National Revolution,French-controlled Algeria,Middle East/North Africa,"November 1, 1954",01/11/1954,1954,"July 5, 1962",05/07/1962,1962,8,93,2804,0,0,1950-54,12,615,220,250,DZA,0,1,0,0,0,0,0,R,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61000,0,0,1,1,1,0,1,0,0,1,0,1,1,790000,5.897627,13.579788,98750,6,0,1,3,0,8,1
160,Cameroon War of Independence,French-controlled Cameroon,Sub-Saharan Africa,May 1955,01/05/1955,1955,"January 1, 1960",01/01/1960,1960,5,57,1707,0,0,1955-59,120,471,220,250,CMR,0,1,0,1,0,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,1,0,1,1,1,0,0,0,0,1,1,21567,4.33379,9.97892,3594.5,5,0,0,1,0,1,1
259,First Sudanese Civil War,Sudanese-controlled South Sudan,Sub-Saharan Africa,"August 18, 1955",18/08/1955,1955,"March 27, 1972",27/03/1972,1972,17,200,6067,0,0,1955-59,,626,625,736,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10000,0,0,0,1,0,0,0,0,0,0,1,1,1,500000,5.69897,13.122363,29411.8,6,0,0,1,1,7,1
238,Tibetan Uprising,Chinese-controlled Tibet,Asia,"June 1, 1956",01/06/1956,1956,"March 21, 1959",21/03/1959,1959,3,34,1024,0,0,1955-59,,7910,710,156,,0,0,1,1,0,0,0,UR,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,80000,0,0,0,0,0,0,0,0,0,1,0,1,1,86000,4.934499,11.362103,86000,6,0,0,0,0,1,0
71,Peronist revolt,Argentina,Latin America/Carribean,"June 9, 1956",09/06/1956,1956,"July 28, 1957",28/07/1957,1957,2,14,415,0,0,1955-59,32,160,,,ARG,1,0,0,0,0,0,0,U,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,25000,0,1,0,0,0,0,1,0,0,0,1,0,0,38,1.579784,3.637586,19,2,0,0,0,0,1,1
70,Hungarian Revolution of 1956,Hungary,Europe,"October 23, 1956",23/10/1956,1956,"November 11, 1956",11/11/1956,1956,1,1,20,0,0,1955-59,348,310,,,HUN,1,0,0,0,0,0,1,U,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,200000,0,1,1,1,0,0,1,0,0,0,1,0,0,3200,3.505286,8.071218,3200,4,0,0,0,0,6,1
73,Cuban revolution,Cuba,Latin America/Carribean,"December 2, 1956",02/12/1956,1956,"January 8, 1959",08/01/1959,1959,3,26,768,0,0,1955-59,192,40,,,CUB,1,0,0,0,0,0,0,RU,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9000,0,1,1,1,1,0,1,0,0,0,0,0,0,3200,3.50515,8.070906,1066.7,4,0,1,3,0,9,0
192,Colombian 1957 Revolution,Colombia,Latin America/Carribean,"May 2, 1957",01/05/1957,1957,"May 10, 1957",10/05/1957,1957,1,1,10,0,0,1955-59,170,100,,,COL,1,0,0,0,0,1,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,100000,1,1,0,1,0,0,1,0,1,1,1,0,0,52,1.716003,3.951244,52,2,0,1,3,0,3,1
335,1958 Venezuelan Uprising,Venezuela,Latin America/Carribean,"January 1, 1958",01/01/1958,1958,"January 23, 1958",23/01/1958,1958,1,1,23,0,0,1955-59,862,101,,,VEN,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,,0,0,0,1,0,0,1,0,1,0,1,0,0,300,2.477121,5.703782,300,3,0,1,3,0,9,1
360,Paraguayan Uprisings ,Paraguay,Latin America/Carribean,March 1958,01/03/1958,1958,April 1960,30/04/1960,1960,3,27,792,0,0,1955-59,600,150,,,PRY,1,0,0,0,0,1,0,R,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,1,1,0,0,1,0,0,0,0,0,0,,,,,,0,0,0,0,4,1
74,First Lebanese civil war,Lebanon,Middle East/North Africa,"May 8, 1958",08/05/1958,1958,"July 15, 1958",15/07/1958,1958,1,3,69,0,0,1955-59,422,660,,,LBN,1,0,0,0,0,0,0,U,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,1,1,3000,3.477121,8.006368,3000,4,0,0,1,0,6,0
206,Shan State Rebellion,Myanmar-controlled Shan State,Asia,"May 21, 1958",21/05/1958,1958,"January 16, 2012",16/01/2012,2012,54,644,19599,0,0,1955-59,,7757,775,104,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35000,0,0,1,1,1,1,0,0,0,0,0,1,1,,,,,,0,0,1,0,7,0
356,Mon Uprising,Myanmar-controlled Mon State,Asia,July 1958,01/07/1958,1958,"June 25, 1995",25/06/1995,1995,37,444,13509,0,0,1955-59,,7758,775,104,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3000,0,0,1,1,1,0,0,0,0,0,0,1,1,,,,,,0,0,1,1,10,1
76,April Revolution,South Korea,Asia,"March 15, 1960",15/03/1960,1960,"April 26, 1960",26/04/1960,1960,1,2,43,0,0,1960-64,410,732,,,KOR,1,0,0,0,0,1,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100000,0,1,1,1,0,0,1,1,0,0,0,0,0,176,2.245513,5.170484,176,3,0,1,3,0,2,1
94,Anti-apartheid movement,South Africa,Sub-Saharan Africa,"March 21, 1960",21/03/1960,1960,"April 27, 1994",27/04/1994,1994,35,410,12456,0,0,1960-64,710,560,,,ZAF,1,0,0,0,0,0,0,UR,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,200000,0,0,1,1,0,0,1,1,0,0,0,1,1,12000,4.079181,9.392662,342.9,5,0,1,2,0,12,0
290,Congo Crisis,Zaire,Sub-Saharan Africa,"July 11, 1960",11/07/1960,1960,"January 21, 1963",21/01/1963,1963,3,31,925,0,0,1960-64,180,490,,,ZAR,1,0,0,0,0,0,0,R,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,0,0,1,0,1,0,0,0,1,0,1,1,1,100000,5,11.512925,33333.3,6,0,0,0,1,4,1
75,Guatemalan civil war,Guatemala,Latin America/Carribean,"November 13, 1960",13/11/1960,1960,"December 29, 1996",29/12/1996,1996,37,434,13196,0,0,1960-64,320,90,,,GTM,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9000,0,0,1,1,1,0,0,0,0,0,1,1,1,168667,5.22703,12.035682,4558.6,6,0,0,1,1,10,0
78,Angolan war of independence,Portuguese-controlled Angola,Sub-Saharan Africa,"January 3, 1961",03/01/1961,1961,"January 15, 1975",15/01/1975,1975,15,169,5126,0,0,1960-64,24,540,235,620,AGO,0,1,0,1,0,0,0,R,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,90000,0,0,1,1,1,0,1,0,0,0,0,1,1,52500,4.720159,10.868568,3500,6,0,1,3,0,8,0
77,Eritrean war of independence,Ethiopian-controlled Eritrea,Sub-Saharan Africa,"September 1, 1961",01/09/1961,1961,"May 29, 1991",29/05/1991,1991,30,357,10863,0,0,1960-64,232,663,530,231,ERI,0,0,1,0,0,0,0,R,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15000,0,0,1,0,1,0,0,0,0,0,0,1,1,243333,5.386201,12.402186,8111.1,6,0,1,3,0,5,0
362,First Tuareg Rebellion in Mali,Tuareg-inhabited regions of Mali,Sub-Saharan Africa,February 1962,01/02/1962,1962,"August 15, 1964",15/08/1964,1964,3,31,927,0,0,1960-64,,4321,432,466,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1500,0,0,0,0,1,1,0,0,0,1,0,1,1,,,,,,0,0,0,0,4,1
291,First Kachin Rebellion,Myanmar-controlled Kachin,Asia,"March 2, 1962",02/03/1962,1962,"February 24, 1994",24/02/1994,1994,32,384,11683,0,0,1960-64,,7753,775,104,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,0,0,1,0,0,0,0,0,1,1,1,,,,,,0,0,1,0,10,0
361,Venezuelan Insurgency,Venezuela,Latin America/Carribean,"May 4, 1962",04/05/1962,1962,February 1969,28/02/1969,1969,7,82,2493,0,0,1960-64,862,101,,,VEN,1,0,0,0,0,0,0,RU,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1000,0,0,1,1,0,0,0,0,0,0,1,0,0,684,2.835056,6.527958,97.7,3,0,0,0,0,4,1
363,Dhofar Rebellion,British-controlled Oman,Middle East/North Africa,December 1962,01/12/1962,1962,January 1976,31/01/1976,1976,14,159,4810,0,0,1960-64,512,698,,,OMN,1,0,0,0,0,0,0,R,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,0,0,1,1,1,1,0,0,0,1,1,1,1,11683,4.067554,9.36589,834.5,5,0,0,0,1,4,0
388,Brunei Rebellion,British protectorate of Brunei,Asia,"December 8, 1962",08/12/1962,1962,"December 17, 1962",17/12/1962,1962,1,1,10,0,0,1960-64,96,835,200,826,BRN,0,1,0,1,0,0,1,UR,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4000,0,0,0,1,0,0,0,0,0,0,0,0,0,73,1.863323,4.290459,73,2,0,0,0,0,1,1
80,Guinea-Bissau revolution,Portuguese-controlled Guinea and Cape Verde Islands,Sub-Saharan Africa,"January 23, 1963",23/01/1963,1963,"August 26, 1974",26/08/1974,1974,12,140,4234,0,0,1960-64,624,404,235,620,GNB,0,1,0,1,0,0,0,R,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10000,0,1,1,0,1,0,0,0,0,0,0,0,0,12534,4.09809,9.4362,1044.5,5,0,1,3,0,8,1
319,15 Khordad Uprising,Iran,Middle East/North Africa,"June 5, 1963",05/06/1963,1963,"June 12, 1963",12/06/1963,1963,1,1,8,0,0,1960-64,364,630,,,IRN,1,0,0,0,0,0,1,U,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,100000,1,0,0,1,1,0,0,0,0,1,0,0,0,4710,3.673021,8.457443,4710,4,0,0,0,0,1,1
389,Ar-Rashid Revolt,Iraq,Middle East/North Africa,"July 3, 1963",03/07/1963,1963,"July 4, 1963",04/07/1963,1963,1,1,2,0,0,1960-64,368,645,,,IRQ,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,0,0,0,0,1,1
343,Trois Glourieuses,Congo-Brazzaville,Sub-Saharan Africa,"August 13, 1963",13/08/1963,1963,"August 15, 1963",15/08/1963,1963,1,1,3,0,0,1960-64,178,484,,,COG,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,10000,0,0,0,1,0,0,1,0,0,0,1,0,1,4,0.60206,1.386294,4,1,0,1,3,0,3,1
257,Aden Emergency,British-controlled Aden,Middle East/North Africa,"December 10, 1963",10/12/1963,1963,"November 30, 1967",30/11/1967,1967,4,48,1452,0,0,1960-64,,681,200,826,,0,1,0,1,0,0,0,RU,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,1,1,2096,3.321391,7.647786,524,4,0,1,3,0,9,1
273,Manipur Insurgency,Indian-controlled Manipur,Asia,1964,01/01/1964,1964,Ongoing,,,52,613,18628,1,0,1960-64,,7587,750,356,,0,0,1,0,0,0,0,R,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10000,0,0,1,1,0,0,0,0,0,0,0,1,1,5665,3.7532,8.642062,108.9,4,1,0,0,0,13,
336,Simba Rebellion,Zaire,Sub-Saharan Africa,January 1964,15/01/1964,1964,"December 15, 1964",15/12/1964,1964,1,12,336,0,0,1960-64,180,490,,,ZAR,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9500,0,0,1,0,1,0,0,0,0,1,0,1,1,20000,4.30103,9.903488,20000,5,0,0,0,0,4,1
82,Rhodesian Bush War,Rhodesia,Sub-Saharan Africa,"July 4, 1964",04/07/1964,1964,"December 21, 1979",21/12/1979,1979,16,186,5649,0,0,1960-64,716,552,,,ZWE,1,0,0,0,0,0,1,R,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45500,0,0,1,0,1,0,0,0,0,0,0,1,1,28500,4.454845,10.257659,1781.2,5,0,1,2,0,7,0
84,Mozambique war of independence,Portuguese-controlled Mozambique,Sub-Saharan Africa,"September 25, 1964",25/09/1964,1964,"June 25, 1975",25/06/1975,1975,11,129,3926,0,0,1960-64,508,541,235,620,MOZ,0,1,0,1,0,0,0,R,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15000,0,0,1,0,1,0,0,0,0,0,0,0,1,57125,4.756826,10.952997,5193.2,6,0,1,3,0,8,1
83,October Revolution in Sudan,Sudan,Sub-Saharan Africa,"October 21, 1964",21/10/1964,1964,"October 30, 1964",30/10/1964,1964,1,1,10,0,0,1960-64,736,625,,,SDN,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,30000,0,1,1,1,0,0,1,0,0,0,1,0,0,31,1.491362,3.433987,31,2,0,1,2,0,7,1
394,March Intifada,British-controlled Bahrain,Middle East/North Africa,"March 5, 1965",05/03/1965,1965,April 1965,15/04/1965,1965,1,2,42,0,0,1965-69,48,692,200,826,BHR,0,1,0,1,0,0,0,U,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,3000,0,0,1,1,0,0,1,0,0,0,0,0,0,6,0.778151,1.791759,6,1,0,0,0,0,1,1
81,Dominican civil war,Dominican Republic,Latin America/Carribean,"April 24, 1965",24/04/1965,1965,"August 31, 1965",31/08/1965,1965,1,5,130,0,0,1965-69,214,42,,,DOM,1,0,0,0,0,0,0,U,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,10000,0,1,1,0,0,0,0,1,0,0,1,0,0,2750,3.439333,7.919356,2750,4,0,0,1,0,6,1
159,Thai communist insurgency,Thailand,Asia,August 1965,01/08/1965,1965,December 1982,31/12/1982,1982,18,210,6362,0,0,1965-69,764,800,,,THA,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,96000,0,0,1,1,1,0,1,0,0,0,0,1,1,8000,3.90309,8.987197,444.4,4,0,0,1,1,4,1
86,First Chadian civil war,Chad,Sub-Saharan Africa,"November 1, 1965",01/11/1965,1965,"August 21, 1979",21/08/1979,1979,14,166,5042,0,0,1965-69,148,483,,,TCD,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,0,0,1,1,1,0,0,0,0,0,0,1,1,50000,4.698979,10.8198,1562.5,5,0,1,2,0,9,1
365,Mizo Uprising,Indian-controlled Mizoram,Asia,"February 28, 1966",28/02/1966,1966,"June 30, 1986",30/06/1986,1986,21,245,7428,0,0,1965-69,,7510,750,356,,0,0,1,0,1,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3000,0,0,0,0,0,0,0,0,0,0,0,1,1,154,2.187521,5.036953,7.3,3,0,0,1,0,7,0
292,1966 Ecuador Unrest,Ecuador,Latin America/Carribean,"March 22, 1966",22/03/1966,1966,"March 29, 1966",29/03/1966,1966,1,1,8,0,0,1965-69,218,130,,,ECU,1,0,0,0,0,0,1,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,20000,1,1,1,1,0,0,1,0,1,0,1,0,0,5,0.69897,1.609438,5,1,0,1,2,0,3,1
87,Namibian War of Independence,South African-controlled Namibia,Sub-Saharan Africa,"August 26, 1966",26/08/1966,1966,"March 21, 1990",21/03/1990,1990,24,283,8609,0,0,1965-69,516,565,560,710,NAM,0,1,0,1,0,0,0,RU,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,32000,0,0,1,0,1,0,1,0,0,0,0,1,1,22500,4.352183,10.021271,937.5,5,0,1,2,0,8,0
88,Cambodian Civil War,Cambodia,Asia,"March 11, 1967",11/03/1967,1967,"April 17, 1975",17/04/1975,1975,9,98,2960,0,0,1965-69,116,811,,,KHM,1,0,0,0,1,0,0,RU,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,100000,0,1,1,1,1,0,0,0,0,0,0,0,0,250000,5.39794,12.429216,27777.8,6,0,1,3,0,5,1
