revid,nameofrevolution,location,worldregion,startdatetxt,startdate,startyear,enddatetxt,enddate,endyear,yrsduration,monthsduration,daysduration,ongoing,startprior1900,fiveyrperiodstr,uncode,cowcode,cowmetrocode,unmetrocode,isoabb,indstate,colony,stateterr,foroccup,externalwar,electoralrev,politreform,urbmixrur,urbandum,leftist,antimonarch,democrat,independ,anticolonial,separatist,islamist,ethnicorder,eliterivalry,rightwing,anticommunist,othergoal,armed,civilwar,armednocivwar,urbanarmed,riots,landseizures,demonstrations,strikes,civilresistance,urbancivic,coupvolution,urbanleftist,ruralleftist,otherrural,otherurban,particnum,merchants,middleclass,intelligentsia,youth,peasants,gentry,workers,urbanpoor,business,clergy,soldiers,ethnicgroups,otherpart,totaldeaths,logdeaths,lndeaths,deathavgperyr,deathscat,ongoing,success,attainedpower,oldoverthrown,endproc,died
311,Mahmud Barzanji Revolt,British-controlled Iraqi Kurdistan,Middle East/North Africa,May 1919,15/05/1919,1919,July 1924,15/07/1924,1924,6,63,1889,0,0,1915-19,,6451,200,826,,0,1,0,1,1,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,0,0,1,1,0,0,0,1,0,1,1,,,,,,0,0,0,0,1,1
263,1920 Guatemalan Revolution,Guatemala,Latin America/Carribean,"March 10, 1920",10/03/1920,1920,"April 15, 1920",15/04/1920,1920,1,2,37,0,0,1920-24,320,90,,,GTM,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,10000,0,1,0,1,0,1,1,0,1,1,1,0,0,14,1.146128,2.639057,14,2,0,1,2,0,7,1
274,Ruhr Uprising,Germany,Europe,"March 13, 1920",13/03/1920,1920,"April 12, 1920",12/04/1920,1920,1,2,31,0,0,1920-24,276,255,,,DEU,1,0,0,0,1,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,300000,0,0,0,0,0,0,1,0,0,0,0,0,1,1500,3.176091,7.31322,1500,4,0,0,0,0,1,1
29,Easter Crisis,Denmark,Asia,"March 29, 1920",29/03/1920,1920,"March 30, 1920",30/03/1920,1920,1,1,2,0,0,1920-24,208,390,,,DNK,1,0,0,0,1,0,0,U,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0
28,Arab Insurrection in Iraq,British-controlled Iraq,Middle East/North Africa,May 1920,01/05/1920,1920,October 1920,31/10/1920,1920,1,7,184,0,0,1920-24,368,645,200,826,IRQ,0,1,0,1,1,0,0,UR,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,75000,1,1,1,1,1,1,0,0,0,1,0,1,1,7475,3.873611,8.919319,7475,4,0,0,1,0,1,1
310,Indian Non-Cooperation Movement,British-controlled India,Asia,"August 1, 1920",01/08/1920,1920,"February 5, 1922",05/02/1922,1922,2,19,554,0,0,1920-24,356,750,200,826,IND,0,1,0,1,1,0,0,U,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,300000,1,1,1,1,1,0,1,0,0,0,0,0,0,25,1.39794,3.218876,12.5,2,0,0,0,0,1,1
255,Tambov Rebellion,Soviet Russia,Europe,"August 19, 1920",19/08/1920,1920,"June 30, 1921",30/06/1921,1921,1,11,316,0,0,1920-24,643,365,,,RUS,1,0,0,0,1,0,0,R,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,50000,0,0,1,0,1,0,0,0,0,0,1,0,0,240000,5.380211,12.388394,240000,6,0,0,0,0,4,1
286,Kocgiri Rebellion,Turkish-controlled Kurdistan,Middle East/North Africa,December 1920,01/12/1920,1920,"June 17, 1921",17/06/1921,1921,1,7,199,0,0,1920-24,,6405,640,792,,0,0,1,1,1,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000,0,0,1,0,1,1,0,0,0,0,0,1,1,595,2.774517,6.388561,595,3,0,0,0,0,1,0
270,Kronstadt Rebellion,Soviet Russia,Europe,February 26. 1921,26/02/1921,1921,"March 17, 1921",21/03/1921,1921,1,1,24,0,0,1920-24,643,365,,,RUS,1,0,0,0,1,0,0,U,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,16000,0,0,0,0,0,0,1,0,0,0,1,0,0,5000,3.69897,8.517193,5000,4,0,0,0,0,1,1
30,March Action,Germany,Europe,"March 18, 1921",18/03/1921,1921,"March 31, 1921",31/03/1921,1921,1,1,14,0,0,1920-24,276,255,,,DEU,1,0,0,0,1,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,200000,0,0,0,1,0,0,1,0,0,0,0,0,0,172,2.235528,5.147494,172,3,0,0,0,0,1,1
31,Rand Revolt,South Africa,Sub-Saharan Africa,"January 9, 1922",09/01/1922,1922,"March 18, 1922",18/03/1922,1922,1,3,69,0,0,1920-24,710,560,,,ZAF,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,20000,0,0,0,1,0,0,1,0,0,0,0,1,1,176,2.245513,5.170484,176,3,0,0,0,0,1,1
384,Bajram Currie Revolt,Albania,Europe,"March 8, 1922",08/03/1922,1922,"March 11, 1922",11/03/1922,1922,1,1,4,0,0,1920-24,8,339,,,ALB,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1500,0,0,0,0,1,1,0,0,0,0,0,1,1,70,1.845098,4.248495,70,2,0,0,0,0,1,1
254,Senussi Rebellion,Italian-controlled Libya,Middle East/North Africa,"May 22, 1922",22/05/1922,1922,"January 24, 1932",24/01/1932,1932,10,117,3535,0,0,1920-24,434,620,325,380,LBY,0,1,0,1,0,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100000,0,0,0,0,1,1,0,0,0,0,0,1,1,80000,4.90309,11.289782,8000,6,0,0,0,0,4,1
312,Irish Civil War,Ireland,Europe,"June 28, 1922",28/06/1922,1922,"May 24, 1923",24/05/1923,1923,1,11,331,0,0,1920-24,372,205,,,IRL,1,0,0,0,0,1,0,RU,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,1,0,1,0,0,0,0,0,1,0,0,4059,3.608419,8.308692,4059,4,0,0,0,0,4,0
32,March on Rome,Italy,Europe,"October 24, 1922",24/10/1922,1922,"October 29, 1922",29/10/1922,1922,1,1,6,0,0,1920-24,380,325,,,ITA,1,0,0,0,1,0,0,U,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,60000,0,1,0,1,1,1,0,0,1,0,0,0,1,3,0.477121,1.098612,3,1,0,1,2,0,7,1
33,September Uprising,Bulgaria,Europe,"September 14, 1923",14/09/1923,1923,"September 29, 1923",29/09/1923,1923,1,1,16,0,0,1920-24,100,355,,,BGR,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20000,0,0,1,0,1,0,1,0,0,0,0,0,0,3500,3.544068,8.160518,3500,4,0,0,0,0,1,1
385,Beer Hall Putsch,Germany,Europe,"November 8, 1923",08/11/1923,1923,"November 9, 1923",09/11/1923,1923,1,1,2,0,0,1920-24,276,255,,,DEU,1,0,0,0,0,0,0,U,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2000,0,0,0,1,0,0,0,0,0,0,1,0,1,20,1.30103,2.995732,20,2,0,0,0,0,1,1
264,De la Huerta Rebellion,Mexico,Latin America/Carribean,"December 7, 1923",07/12/1923,1923,"March 7, 1924",07/03/1924,1924,1,4,92,0,0,1920-24,484,70,,,MEX,1,0,0,0,0,0,0,RU,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,47000,0,0,1,0,0,1,0,0,0,0,1,0,1,7000,3.845098,8.853665,7000,4,0,0,0,0,4,1
35,Albanian Uprising of 1924,Albania,Europe,"June 10, 1924",10/06/1924,1924,"June 16, 1924",16/06/1924,1924,1,1,7,0,0,1920-24,8,339,,,ALB,1,0,0,0,0,1,0,RU,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,12000,1,0,1,0,1,0,0,0,0,1,1,1,1,200,2.303196,5.303305,200,3,0,1,3,0,9,1
313,August 1924 Uprising in Georgia,Soviet-controlled Georgia,Europe,"August 28, 1924",28/08/1924,1924,"September 5, 1924",05/09/1924,1924,1,1,9,0,0,1920-24,268,372,365,643,GEO,0,0,1,1,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15000,0,0,1,0,1,0,1,0,0,0,0,1,1,15500,4.190332,9.648595,15500,5,0,0,0,0,1,1
34,Sheikh Said Rebellion,Turkish-controlled Kurdistan,Middle East/North Africa,"February 8, 1925",08/02/1925,1925,"April 15, 1925",15/04/1925,1925,1,3,67,0,0,1925-29,,6401,640,792,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000,0,0,0,0,1,0,0,0,0,1,0,1,1,145000,5.161368,11.884489,145000,6,0,0,0,0,4,0
36,Druse Rebellion,French-controlled Syria and Lebanon,Middle East/North Africa,"July 18, 1925",18/07/1925,1925,June 1927,30/06/1927,1927,2,24,713,0,0,1925-29,760,652,220,250,SYR,0,1,0,1,0,0,0,UR,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,40000,0,0,1,0,1,1,0,0,0,0,0,1,1,6250,3.79588,8.740337,3125,4,0,0,0,0,4,1
378,Nicaraguan Civil War of 1926,Nicaragua,Latin America/Carribean,"May 2, 1926",02/05/1926,1926,"May 20, 1927",20/05/1927,1927,2,13,384,0,0,1925-29,558,93,,,NIC,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,0,0,1,0,1,1,1,0,0,0,1,0,0,,,,,,0,0,2,0,6,1
250,1926 Indonesian Communist Revolt,Dutch-controlled Indonesia,Asia,"November 12, 1926",12/11/1926,1926,"January 12, 1927",12/01/1927,1927,1,3,62,0,0,1925-29,360,850,210,528,IDN,0,1,0,1,0,0,0,UR,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,13000,0,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,0,0,0,0,1,1
37,Cristero Rebellion,Mexico,Latin America/Carribean,"January 1, 1927",01/01/1927,1927,"June 21, 1929",21/06/1929,1929,3,30,903,0,0,1925-29,484,70,,,MEX,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,0,0,0,1,1,1,0,0,0,1,0,0,1,61500,4.788875,11.026792,20500,6,0,0,1,0,7,1
38,Chinese Revolution and Civil War Part 1,China,Asia,"April 12, 1927",12/04/1927,1927,"December 12, 1936",12/12/1936,1936,10,117,3533,0,0,1925-29,156,710,,,CHN,1,0,0,0,0,0,0,RU,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,400000,0,0,1,1,1,0,1,0,0,0,0,0,0,2000000,6.30103,14.508658,200000,6,0,0,1,0,10,1
407,Sandino Rebellion,Nicaragua,Latin America/Carribean,"July 27, 1927",27/07/1927,1927,"March 18, 1934",18/03/1934,1934,7,80,2427,0,0,1925-29,558,93,,,NIC,1,0,0,1,0,0,0,R,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,0,1,0,1,0,1,0,0,0,0,0,0,1326,3.122543,7.189922,221,4,0,0,0,0,4,1
287,Agri Rebellion,Turkish-controlled Kurdistan,Middle East/North Africa,"October 28, 1927",28/10/1927,1927,"September 17, 1930",17/09/1930,1930,3,35,1056,0,0,1925-29,,6401,640,792,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8000,0,0,1,0,1,0,0,0,0,0,1,1,1,25750,4.410777,10.15619,8583.3,5,0,0,0,0,1,0
386,1928 Kampang Buluh Uprising,British-controlled Malaysia,Asia,"May 21, 1928",21/05/1928,1928,May 1928,31/05/1928,1928,1,1,11,0,0,1925-29,458,820,200,826,MYS,0,1,0,1,0,0,0,R,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,0,0,1,0,0,0,0,1,0,0,0,1000,3,6.907755,1000,3,0,0,0,0,1,1
314,Kongo-Wara Rebellion,French-controlled Cameroun and Equitorial Africa,Sub-Saharan Africa,"June 1, 1928",01/06/1928,1928,"December 31, 1931",31/12/1931,1931,4,44,1309,0,0,1925-29,140,482,220,250,CAF,0,1,0,1,0,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,350000,0,0,0,0,1,0,1,0,0,1,0,1,1,55000,4.740362,10.915088,13750,6,0,0,0,0,1,1
223,Afghan Civil War 1928-29,Afghanistan,Asia,November 1928,01/11/1928,1928,March 1929,31/03/1929,1929,1,5,151,0,0,1925-29,4,700,,,AFG,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,0,0,0,0,1,0,0,0,0,1,0,1,1,2000,3.30103,7.600902,2000,4,0,1,3,0,5,1
256,Salt March and Associated Campaigns,British-controlled India,Asia,"January 26, 1930",26/01/1930,1930,January 1931,31/01/1931,1931,2,13,371,0,0,1930-34,356,750,200,826,IND,0,1,0,1,0,0,0,U,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2000000,0,1,1,1,1,0,1,1,0,0,0,0,0,250,2.39794,5.521461,125,3,0,0,1,0,1,1
40,Vietnamese Uprisings (Yen Bai),French-controlled Vietnam,Asia,"February 9, 1930",09/02/1930,1930,July 1931,31/07/1931,1931,2,18,538,0,0,1930-34,704,816,220,250,VNM,0,1,0,1,0,0,0,R,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,,0,0,1,1,1,0,0,0,0,0,1,0,0,11000,4.041432,9.305741,5500,5,0,0,0,0,1,1
41,Saya San Rebellion,British-controlled Burma,Asia,"December 22, 1930",22/12/1930,1930,February 1932,29/02/1932,1932,2,15,435,0,0,1930-34,104,775,200,826,MMR,0,1,0,1,0,0,1,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12000,0,0,1,0,1,0,0,0,0,1,0,1,1,6500,3.812913,8.779557,3250,4,0,0,0,0,1,1
219,Kumul Rebellion and associated uprisings,Chinese-controlled Xinjiang,Asia,"February 20, 1931",20/02/1931,1931,February1934,28/02/1934,1934,4,37,1105,0,0,1930-34,,7114,710,156,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,0,0,0,0,0,0,0,0,0,1,1,152000,5.181844,11.931636,38000,6,0,0,0,0,6,1
265,1931 Chilean Revolution,Chile,Latin America/Carribean,"July 13, 1931",13/07/1931,1931,"July 26, 1931",26/07/1931,1931,1,1,14,0,0,1930-34,152,155,,,CHL,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,,1,1,0,1,0,0,1,0,1,0,0,0,0,24,1.380211,3.178054,24,2,0,1,3,0,2,1
43,La Matanza,El Salvador,Latin America/Carribean,"January 22, 1932",22/01/1932,1932,"July 11, 1932",11/07/1932,1932,1,6,172,0,0,1930-34,222,92,,,SLV,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,60000,0,0,1,0,1,0,0,0,0,0,0,1,1,26667,4.425974,10.191182,26667,5,0,0,0,0,1,1
42,First APRA Rebellion,Peru,Latin America/Carribean,"July 7, 1932",07/07/1932,1932,"July 11, 1932",11/07/1932,1932,1,1,5,0,0,1930-34,604,135,,,PER,1,0,0,0,0,1,0,U,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,2500,3.39794,7.824046,2500,4,0,0,0,0,1,1
164,Constitutionalist Revolution (Brazil),Brazil,Latin America/Carribean,"July 9, 1932",09/07/1932,1932,"October 4, 1932",04/10/1932,1932,1,3,88,0,0,1930-34,76,140,,,BRA,1,0,0,0,0,1,0,U,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,35000,0,1,1,1,0,1,0,0,1,0,1,0,1,3250,3.511883,8.08641,3250,4,0,0,1,0,1,1
44,Cuban Revolution of 1933,Cuba,Latin America/Carribean,"July 27, 1933",27/07/1933,1933,"August 12, 1933",12/08/1933,1933,1,1,17,0,0,1930-34,192,40,,,CUB,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,,1,1,1,1,1,0,1,0,0,0,1,0,0,22,1.342422,3.091042,22,2,0,1,3,0,9,1
45,Asturias Uprising and Catalan Revolt,Spain,Europe,"October 4, 1934",04/10/1934,1934,"October 18, 1934",18/10/1934,1934,1,1,15,0,0,1930-34,724,230,,,ESP,1,0,0,0,0,0,0,U,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,70000,0,1,0,0,0,0,1,0,0,0,0,1,1,2150,3.332438,7.673223,2150,4,0,0,0,0,1,1
277,Cuban General Strike of 1935,Cuba,Latin America/Carribean,"February 12, 1935",12/02/1935,1935,"March 13,1935",13/03/1935,1935,1,1,30,0,0,1935-39,192,40,,,CUB,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,500000,0,1,0,1,1,0,1,0,0,0,0,0,0,200,2.30103,5.298317,200,3,0,0,0,0,1,1
46,Sakdal Uprising,American-occupied Philippines,Asia,"May 2, 1935",02/05/1935,1935,"May 3, 1935",03/05/1935,1935,1,1,2,0,0,1935-39,608,840,,,PHL,0,1,0,1,0,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,65000,0,0,1,0,1,0,0,0,0,0,0,0,0,100,2.004321,4.61512,100,2,0,0,0,0,1,1
387,Goharshad Mosque Rebellion,Iran,Middle East/North Africa,"July 10, 1935",10/07/1935,1935,"July 23, 1935",23/07/1935,1935,1,1,14,0,0,1935-39,364,630,,,IRN,1,0,0,0,0,0,0,U,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1500,1,0,0,0,1,0,0,0,0,1,0,0,0,1076,3.031812,6.981006,1076,4,0,0,0,0,1,1
315,1935 Communist Rebellion in Brazil,Brazil,Latin America/Carribean,"November 23, 1935",23/11/1935,1935,"November 27, 1935",27/11/1935,1935,1,1,5,0,0,1935-39,76,140,,,BRA,1,0,0,0,0,0,1,U,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5000,0,0,1,0,0,0,1,0,0,0,1,0,0,86,1.934498,4.454347,86,2,0,0,0,0,1,1
316,1936 Syrian General Strike,French-controlled Syria,Middle East/North Africa,"January 20, 1936",20/01/1936,1936,"March 6, 1936",06/03/1936,1936,1,2,47,0,0,1935-39,760,652,220,250,SYR,0,1,0,1,0,0,0,U,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,20000,1,0,1,1,0,0,0,0,0,0,0,0,0,36,1.556303,3.583519,36,2,0,0,1,0,7,1
213,Arab Revolt in Palestine,British Controlled Palestine,Middle East/North Africa,"April 19, 1936",19/04/1936,1936,May 1939,31/05/1939,1939,4,38,1138,0,0,1935-39,,665,200,826,,0,1,0,1,0,0,0,UR,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,22000,1,0,0,0,1,1,0,1,0,0,0,1,1,5674,3.753889,8.64365,1418.5,4,0,0,0,0,1,1
47,Spanish Civil War,Spain,Europe,"July 17, 1936",17/07/1936,1936,"March 29, 1939",29/03/1939,1939,3,33,986,0,0,1935-39,724,230,,,ESP,1,0,0,0,0,0,0,RU,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,775000,0,0,0,0,0,1,0,0,1,1,1,0,1,685000,5.835691,13.437174,228333.3,6,0,1,3,0,5,1
317,1940-44 Insurgency in Chechnya,Soviet-controlled Chechnya,Europe,February 1940,15/02/1940,1940,December 1944,15/12/1944,1944,5,59,1766,0,0,1940-44,,374,365,643,,0,0,1,1,1,0,0,R,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18000,0,0,0,0,1,0,0,0,0,0,0,1,1,216000,5.334454,12.283034,43200,6,0,0,0,0,1,1
50,Quit India Uprising,British-controlled India,Asia,"July 14, 1942",14/07/1942,1942,January 1944,31/01/1944,1944,2,19,567,0,0,1940-44,356,750,200,826,IND,0,1,0,0,1,0,0,U,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1000000,0,1,0,0,1,0,0,0,1,0,0,0,1,1800,3.255514,7.496098,900,4,0,0,0,0,1,1
300,Woyane Rebellion of 1943 (Ethiopia),Ethiopia,Sub-Saharan Africa,May 1943,15/05/1943,1943,"October 18, 1943",18/10/1943,1943,1,6,157,0,0,1940-44,231,530,,,ETH,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,0,0,0,0,1,1
332,Jewish Insurgency in Palestine,British-controlled Palestine,Middle East/North Africa,"February 1, 1944",01/02/1944,1944,"November 29, 1947",28/11/1947,1947,4,46,1397,0,0,1940-44,376,666,200,826,ISR,0,1,0,1,1,0,0,U,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28500,0,0,0,0,0,0,0,0,0,0,0,1,1,925,2.966142,6.829794,231.2,3,0,1,2,0,8,0
249,El Salvador Revolution of 1944,El Salvador,Latin America/Carribean,"April 2, 1944",02/04/1944,1944,"May 11, 1944",11/05/1944,1944,1,2,40,0,0,1940-44,222,92,,,SLV,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,0,1,1,1,0,0,16,1.20412,2.772589,16,2,0,1,3,0,9,1
248,Glorious May Revolution 1944,Ecuador,Latin America/Carribean,"May 28, 1944",28/05/1944,1944,"May 31, 1944",31/05/1944,1944,1,1,4,0,0,1940-44,218,130,,,ECU,1,0,0,0,1,1,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,1,1,1,1,0,1,0,0,0,1,0,0,146,2.164353,4.983607,146,3,0,1,3,0,2,1
51,Guatemalan Revolution,Guatemala,Latin America/Carribean,"June 15, 1944",15/06/1944,1944,"October 20, 1944",20/10/1944,1944,1,5,128,0,0,1940-44,320,90,,,GTM,1,0,0,0,0,0,1,U,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,0,1,0,1,0,0,10,1,2.302585,10,1,0,1,3,0,3,1
52,Greek Civil War,Greece,Europe,"December 2, 1944",02/12/1944,1944,"October 16, 1949",16/10/1949,1949,5,59,1780,0,0,1940-44,300,350,,,GRC,1,0,0,0,1,0,0,RU,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,120000,0,0,1,1,1,0,1,0,0,0,0,0,0,129000,5.11059,11.767568,25800,6,0,0,0,0,4,1
282,Setif Uprising,French-controlled Algeria,Middle East/North Africa,"May 8, 1945",08/05/1945,1945,"May 31, 1945",31/05/1945,1945,1,1,24,0,0,1945-49,12,615,220,250,DZA,0,1,0,1,1,0,1,UR,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,10000,0,0,1,0,1,0,1,0,0,1,0,0,0,17340,4.239049,9.760771,17340,5,0,0,0,0,1,1
53,Indonesian War of Independence,Dutch-controlled Indonesia,Asia,"August 17, 1945",17/08/1945,1945,"December 31, 1949",31/12/1949,1949,5,53,1598,0,0,1945-49,360,850,210,528,IDN,0,1,0,1,1,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,335000,1,1,1,1,1,1,1,0,0,1,1,0,0,137500,5.138303,11.831379,27500,6,0,1,3,0,8,1
56,Vietnamese Revolution,French-controlled Vietnam,Asia,"August 19, 1945",19/08/1945,1945,"August 1, 1954",01/08/1954,1954,9,108,3270,0,0,1945-49,704,816,220,250,VNM,0,1,0,1,1,0,0,RU,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,450000,0,0,1,1,1,0,1,0,0,0,0,0,0,644295,5.809085,13.375912,71588.3,6,0,1,2,0,8,0
184,Haitian Revolution of 1946,Haiti,Latin America/Carribean,"January 6, 1946",06/01/1946,1946,"January 11, 1946",11/01/1946,1946,1,1,6,0,0,1945-49,332,41,,,HTI,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,,1,1,1,1,0,0,1,0,1,0,0,0,0,24,1.380211,3.178054,24,2,0,1,3,0,3,1
163,Chinese Revolution and Civil War Part 2,China,Asia,"June 26, 1946",26/06/1946,1946,"December 10, 1949",10/12/1949,1949,4,42,1264,0,0,1945-49,156,710,,,CHN,1,0,0,0,1,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4000000,0,0,1,1,1,0,1,0,0,0,1,0,0,2100000,6.322219,14.557448,525000,6,0,1,3,0,5,0
