"id","cowcode","location","latitude","longitude","asciiname","event_date","side","actors","issue","scope","part_violence","sec_engagement","numparticipants","avg_numparticipants","source","version"
4859,40,3553478,23.13302,-82.38304,"Havana",2010-03-18,0,"Cuban government supporters","against:protest of Ladies in White",0,1,NA,"hundreds",200,"Agence France Presse -- English",1
329328,40,3567713,23.14621,-82.2137,"Barreras",2022-09-30,1,"","against:delays in restoring electricity",0,NA,NA,"",NA,"Associated Press International",4
329324,40,3567655,22.71794,-82.28965,"Batabano",2022-09-29,1,"","against:electricity outages",0,NA,1,"dozens",25,"BBC Monitoring: International Reports",4
322784,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,0,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322762,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322991,40,3540885,22.89018,-82.50099,"San Antonio de los Banos",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322824,40,3547398,23.04111,-81.5775,"Matanzas",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322772,40,3547398,23.04111,-81.5775,"Matanzas",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
329274,40,3548993,22.58882,-83.24671,"Los Palacios",2022-07-14,1,"","against:Cuba's president;against:police;against:daily power cuts",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
7978,40,3553478,23.13302,-82.38304,"Havana",2019-05-11,1,"LGBT rights activists","for:LGBT rights",0,NA,2,"100",100,"Agence France Presse - English",4
7979,40,3553478,23.13302,-82.38304,"Havana",2019-05-11,1,"LGBTI rights activists","against:homophobia",0,NA,2,"",NA,"BBC Monitoring: International Reports",4
7977,40,3553478,23.13302,-82.38304,"Havana",2019-05-11,1,"gay rights activists","for:gay rights",0,NA,2,"",NA,"Associated Press International",4
173029,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"artists;intellectuals","for:greater freedom of expression;for:end to repression and harassment of independent artists",0,NA,NA,"300",300,"Agence France Presse - English",4
171161,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"actor Jorge Perugurría;director Fernando Pérez;eminist activist Dianelys Alfonso;playwright Yunior García","",0,NA,NA,"200",200,"Associated Press International",4
171160,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"","against:the authorities' treatment of the San Isidro movement of dissident artists and activists whose hunger strike was broken up by the police",0,0,NA,"300",300,"BBC Monitoring: International Reports",4
171157,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"artist Julio Llopiz-Casal","against:authorities clearing more than a dozen artists and activists from a home they have used as a center for anti-government protests and in support of rapper Denis Solis who was sentenced to eight months in jail after confronting a police officer;for:right to freedom of expression",0,NA,NA,"dozens",25,"Associated Press International",4
171159,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"","for:freedom of expression;for:dialogue with vice minister Fernando Rojas;for:information on the whereabouts of Otero and Ramos who were arrested during a protest;for:end to the harassment of artists",0,NA,1,"200",200,"Agence France Presse - English",4
173026,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"artists;supporters of the San Isidro Movement","for:freedom of creation and expression;for:right to openly disagree with state authorities;for:end to repression and harassment of independent artists;against:expulsion of members of the San Isidro Movement from their premise by the police during a protest",0,NA,NA,"300",300,"Agence France Presse - English",4
171163,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"artists","for:freedom of expression",0,NA,NA,"200",200,"Agence France Presse - English",4
171164,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"supporters of the San Isidro Movement","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
173031,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"artists;intellectuals","for:greater freedom of expression",0,NA,NA,"300",300,"Agence France Presse - English",4
171162,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
173039,40,3553478,23.13302,-82.38304,"Havana",2020-11-27,1,"artists","for:greater freedom of expression",0,NA,NA,"300",300,"Agence France Presse - English",4
173027,40,3553478,23.13302,-82.38304,"Havana",2020-11-29,0,"President Miguel Diaz-Canel;young people","for:rally in defense of the socialist revolution;against:protest of the San Isidro movement allegedly staged by the Trump administration in front of the Department of Culture",0,NA,NA,"several hundred",200,"Agence France Presse - English",4
322645,40,3553478,23.13302,-82.38304,"Havana",2021-01-27,1,"artists","against:government censure;against:persecution against independent and dissident artists",0,NA,2,"",NA,"BBC Monitoring: International Reports",4
322535,40,3553478,23.13302,-82.38304,"Havana",2021-02-24,0,"","for:commemoration for the start of independence war",0,NA,NA,"dozens",25,"Agence France Presse - English",4
322569,40,3553478,23.13302,-82.38304,"Havana",2021-04-04,1,"","",0,NA,2,"dozens",25,"BBC Monitoring: International Reports",4
322572,40,3553478,23.13302,-82.38304,"Havana",2021-04-04,1,"","",0,NA,2,"dozens",25,"BBC Monitoring: International Reports",4
322951,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","against:shortage of products;against:power outages;against:government policies",0,NA,NA,"thousands",2000,"Associated Press International",4
322853,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","",0,1,2,"",NA,"Associated Press International",4
322924,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","",0,NA,NA,"",NA,"Agence France Presse - English",4
322878,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,0,"","",0,NA,NA,"",NA,"Agence France Presse - English",4
322955,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","",0,NA,NA,"",NA,"Agence France Presse - English",4
322835,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","against:food shortages;against:medicine shortages;against:resurgence of Covid 19 cases",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322705,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,0,"","",0,NA,NA,"",NA,"Associated Press International",4
322703,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","",0,1,2,"",NA,"Associated Press International",4
289,40,3553478,23.13302,-82.38304,"Havana",2013-05-01,0,"","",0,NA,NA,"300000",300000,"Agence France Presse -- English",2
291,40,3553478,23.13302,-82.38304,"Havana",2013-05-01,0,"","",0,NA,NA,"tens of thousands",15000,"The Associated Press",2
370,40,3536729,20.02083,-75.82667,"Santiago de Cuba",2015-07-26,0,"locals;members of the army;revolution veterans;leaders of political organizations","for:celebration of National Rebellion Day",0,NA,NA,"10000",10000,"BBC Monitoring Latin America - Political Supplied by BBC Worldwide Monitoring",2
462,40,3536729,20.02083,-75.82667,"Santiago de Cuba",2015-05-01,0,"","",0,NA,NA,"",NA,"The Associated Press",2
290,40,3536729,20.02083,-75.82667,"Santiago de Cuba",2013-05-01,0,"","",0,NA,NA,"",NA,"Agence France Presse -- English",2
322698,40,3540885,22.89018,-82.50099,"San Antonio de los Banos",2021-07-11,1,"","",0,NA,2,"thousands",2000,"Agence France Presse - English",4
322702,40,3540885,22.89018,-82.50099,"San Antonio de los Banos",2021-07-11,1,"","against:power outages",0,NA,NA,"",NA,"Associated Press International",4
322765,40,3540885,22.89018,-82.50099,"San Antonio de los Banos",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322781,40,3543299,21.19517,-76.60358,"Puerto Padre",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322692,40,3545064,20.2113,-75.99362,"Palma Soriano",2021-07-11,1,"","against:food shortages;against:medicine shortages;against:surge in Covid 19 cases",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322764,40,3545064,20.2113,-75.99362,"Palma Soriano",2021-07-11,1,"","",0,3,3,"",NA,"BBC Monitoring: International Reports",4
322688,40,3545064,20.2113,-75.99362,"Palma Soriano",2021-07-11,1,"","",0,NA,NA,"hundreds;thousands",1100,"BBC Monitoring: International Reports",4
322766,40,3545064,20.2113,-75.99362,"Palma Soriano",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322818,40,3545064,20.2113,-75.99362,"Palma Soriano",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322937,40,3567612,22.98226,-82.54719,"Bauta",2021-07-11,1,"","",0,NA,2,"",NA,"Agence France Presse - English",4
322821,40,3567612,22.98226,-82.54719,"Bauta",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
276,40,3553478,23.13302,-82.38304,"Havana",2014-07-13,0,"","against:opposition protests",0,NA,NA,"100",100,"Agence France Presse -- English",2
293,40,3553478,23.13302,-82.38304,"Havana",2014-07-13,1,"Ladies in White","for:remembrance of refugee disaster",0,NA,2,"",NA,"Agence France Presse -- English",2
275,40,3553478,23.13302,-82.38304,"Havana",2014-07-13,1,"Ladies in White","for:freedom;for:remembrance of refugee disaster",0,NA,2,"100",100,"Agence France Presse -- English",2
266,40,3553478,23.13302,-82.38304,"Havana",2014-05-01,0,"doctors;government employees;construction workers","for:continuation of revolution;for:worship of revolutionaries",0,NA,NA,"thousands",2000,"The Associated Press",2
292,40,3553478,23.13302,-82.38304,"Havana",2014-05-01,0,"workers","",0,NA,NA,"600000",600000,"Agence France Presse -- English",2
265,40,3553478,23.13302,-82.38304,"Havana",2014-01-26,1,"Ladies in White","for:political opening",0,NA,1,"56",56,"Agence France Presse -- English",2
263,40,3553478,23.13302,-82.38304,"Havana",2013-12-10,0,"","for:Cuban revolution",0,NA,NA,"",NA,"The Associated Press",2
269,40,3553478,23.13302,-82.38304,"Havana",2013-05-11,0,"Mariela Castro","for:socialism;against:homophobia",0,NA,NA,"300",300,"Agence France Presse -- English",2
322831,40,3567597,20.37417,-76.64361,"Bayamo",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322990,40,3540885,22.89018,-82.50099,"San Antonio de los Banos",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
72,40,3553478,23.13302,-82.38304,"Havana",2017-09-13,1,"","for:restoration of electricity and water services",0,NA,NA,"several hundred",200,"BBC Monitoring Latin America - Political Supplied by BBC Worldwide Monitoring",3
6692,40,3553478,23.13302,-82.38304,"Havana",2018-05-01,0,"","",0,NA,NA,"hundreds of thousands",150000,"The Associated Press",3
6689,40,3553478,23.13302,-82.38304,"Havana",2018-05-01,0,"","",0,NA,NA,"1000000",1000000,"Agence France Presse -- English",3
6691,40,3553478,23.13302,-82.38304,"Havana",2018-05-01,0,"","",0,NA,NA,"1000000",1000000,"Agence France Presse -- English",3
6684,40,3553478,23.13302,-82.38304,"Havana",2018-05-01,0,"","",0,NA,NA,"1000000",1000000,"Agence France Presse -- English",3
6683,40,3553478,23.13302,-82.38304,"Havana",2018-05-01,0,"","",0,NA,NA,"tens of thousands",15000,"BBC Monitoring Latin America - Political Supplied by BBC Worldwide Monitoring",3
6693,40,3553478,23.13302,-82.38304,"Havana",2018-05-02,0,"","",0,NA,NA,"1000000",1000000,"Agence France Presse -- English",3
322701,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,0,"","",0,NA,NA,"300",300,"Associated Press International",4
322938,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","",0,NA,2,"",NA,"Agence France Presse - English",4
322769,40,3567612,22.98226,-82.54719,"Bauta",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322816,40,3569136,22.80517,-82.58392,"Alquizar",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322767,40,3569136,22.80517,-82.58392,"Alquizar",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
322819,40,3569136,22.80517,-82.58392,"Alquizar",2021-07-11,1,"","",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
329325,40,3568342,23.03811,-82.37703,"Arroyo Naranjo",2022-09-30,1,"","against:electricity outages",0,NA,1,"",NA,"BBC Monitoring: International Reports",4
322869,40,3553478,23.13302,-82.38304,"Havana",2021-07-11,1,"","",0,NA,NA,"",NA,"Agence France Presse - English",4
329322,40,3568342,23.03811,-82.37703,"Arroyo Naranjo",2022-09-29,1,"","against:electricity outages",0,NA,1,"dozens",25,"BBC Monitoring: International Reports",4
322879,40,3568342,23.03811,-82.37703,"Arroyo Naranjo",2021-07-12,1,"","",0,3,3,"",NA,"Associated Press International",4
3903,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-02-05,1,"","against:government in power",0,3,NA,"couple of thousand",2000,"The Associated Press",3
347516,41,3718426,18.54349,-72.33881,"Port-au-Prince",2022-09-14,1,"","against:suspension of fuel subsidies",0,1,NA,"",NA,"Agence France Presse - English",4
347518,41,3718426,18.54349,-72.33881,"Port-au-Prince",2022-09-15,1,"","against:fuel price hikes",0,1,NA,"",NA,"Agence France Presse - English",4
347517,41,3718426,18.54349,-72.33881,"Port-au-Prince",2022-09-16,1,"","against:fuel price hikes",0,NA,NA,"",NA,"Agence France Presse - English",4
347524,41,3718426,18.54349,-72.33881,"Port-au-Prince",2022-10-10,1,"","against:governments calls for intervention",0,3,3,"thousands",2000,"Agence France Presse - English",4
348231,41,3718426,18.54349,-72.33881,"Port-au-Prince",2022-10-30,1,"journalists","for:release of their colleague Dimanche",0,3,3,"",NA,"Associated Press International",4
348230,41,3718426,18.54349,-72.33881,"Port-au-Prince",2022-10-30,1,"journalists","for:colleagues release from custody",0,3,3,"",NA,"Agence France Presse - English",4
348229,41,3718426,18.54349,-72.33881,"Port-au-Prince",2022-10-30,1,"journalists","for:release of a colleague",0,3,3,"",NA,"Associated Press International",4
347513,41,3718962,18.43117,-72.86521,"Tigwav",2022-09-07,1,"","for:ouster of prime minister;for:safer streets;for:more affordable goods",0,NA,2,"",NA,"Associated Press International",4
37498,41,3719028,18.5125,-72.28528,"Petionville",2015-11-12,1,"men","against:criminal violence",0,3,NA,"hundreds",200,"Agence France Presse - English",4
12127,41,3719028,18.5125,-72.28528,"Petionville",2019-02-09,1,"","against:economic mismanagement;corruption",0,1,NA,"",NA,"Associated Press International",4
12131,41,3719028,18.5125,-72.28528,"Petionville",2019-02-11,1,"youths","",0,1,2,"hundreds",200,"Agence France Presse - English",4
12129,41,3719028,18.5125,-72.28528,"Petionville",2019-02-11,1,"youths","",0,1,2,"hundreds",200,"Agence France Presse - English",4
37416,41,3719436,19.54934,-71.72475,"Ouanaminthe",2014-11-28,1,"residents","for:better services;for:lower taxes",0,1,2,"",NA,"BBC Monitoring: International Reports",4
264510,41,3720811,18.83455,-72.1048,"Mirebalais",2021-02-14,1,"","against:return to dictatorship",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
13457,41,3722286,18.5111,-72.63343,"Yaguana",2019-10-17,1,"","",0,1,NA,"",NA,"Associated Press International",4
347514,41,3723593,18.65,-74.11667,"Jeremie",2022-09-07,1,"","for:ouster of prime minister;for:safer streets;for:more affordable goods",0,NA,2,"",NA,"Associated Press International",4
12163,41,3723779,18.23427,-72.53539,"Jacmel",2019-06-10,1,"","for:ouster of Moise;against:corruption",0,NA,NA,"",NA,"Associated Press International",4
264444,41,3723779,18.23427,-72.53539,"Jacmel",2021-01-15,1,"","",0,NA,NA,"",NA,"Associated Press International",4
37252,41,3723841,19.15,-72.01667,"Hinche",2013-03-21,1,"small farmers","for:more space to grow crops;for:land reform;for:environmentally-friendly agriculture",0,NA,NA,"300",300,"Agence France Presse - English",4
37253,41,3723841,19.15,-72.01667,"Hinche",2013-03-21,1,"small farmers","for:more help",0,NA,NA,"thousands",2000,"Agence France Presse - English",4
13456,41,3724233,18.54091,-72.52679,"Gressier",2019-10-17,1,"","",0,1,NA,"",NA,"Associated Press International",4
12166,41,3724696,19.44755,-72.68928,"Gonaives",2019-06-10,1,"","for:ouster of Moise;against:corruption",0,NA,NA,"",NA,"Associated Press International",4
165503,41,3724696,19.44755,-72.68928,"Gonaives",2020-01-01,1,"opposition leaders;opposition supporters","for:commemoration of a dead anti-government demonstrator",0,NA,NA,"",NA,"Associated Press International",4
264446,41,3724696,19.44755,-72.68928,"Gonaives",2021-01-15,1,"","",0,NA,NA,"",NA,"Associated Press International",4
37409,41,3725170,19.66273,-71.83798,"Fort-Dauphin",2014-11-27,1,"","for:electricity",0,2,2,"",NA,"Associated Press International",4
37417,41,3725170,19.66273,-71.83798,"Fort-Dauphin",2014-11-28,1,"residents","for:better Services;for:lower taxes",0,1,2,"",NA,"BBC Monitoring: International Reports",4
13453,41,3726786,18.54472,-72.30278,"Delmas 73",2019-10-16,1,"","for:Moise's resignation",0,NA,NA,"",NA,"Associated Press International",4
264509,41,3728097,18.19331,-73.74601,"Les Cayes",2021-02-14,1,"","against:return to dictatorship",0,NA,NA,"",NA,"BBC Monitoring: International Reports",4
347476,41,3728097,18.19331,-73.74601,"Les Cayes",2022-03-29,1,"","against:surge in kidnappings",0,1,NA,"",NA,"Agence France Presse - English",4
347472,41,3728097,18.19331,-73.74601,"Les Cayes",2022-03-29,1,"","against:rising insecurity",0,3,3,"",NA,"Associated Press International",4
37367,41,3728474,19.75938,-72.19815,"Okap",2014-05-14,1,"opposition supporters","",0,1,NA,"thousands",2000,"Agence France Presse - English",4
3904,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-02-05,0,"veterans of disbanded military;younger military supporters","for:support of disbanded miliatary",0,1,NA,"100",100,"The Associated Press",3
3899,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-02-02,1,"","against:transitional government;against:Martelly",0,NA,NA,"hundreds",200,"Agence France Presse -- English",3
3897,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-28,0,"","for:soon elections",0,0,NA,"several thousand;4000",3000,"The Associated Press",3
3890,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-24,1,"","against:President Martelly",0,NA,NA,"several hundred",200,"Agence France Presse -- English",3
3887,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-23,1,"","against:upcoming election",0,1,2,"thousands",2000,"Agence France Presse -- English",3
3883,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-22,1,"","against:upcoming election;against:rigging election in favor of Martelly",0,1,2,"",NA,"Agence France Presse -- English",3
3888,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-22,1,"","against:upcoming election",0,1,2,"",NA,"Agence France Presse -- English",3
3886,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-22,1,"young men","against:upcoming election",0,1,NA,"thousands",2000,"The Associated Press",3
3882,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-22,1,"","against:upcoming election",0,NA,NA,"thousands",2000,"Agence France Presse -- English",3
3878,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-19,1,"","against:election result",0,1,2,"several thousand",2000,"Agence France Presse -- English",3
3885,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-19,1,"","against:upcoming election",0,1,2,"",NA,"Agence France Presse -- English",3
3875,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-19,1,"","for:accusing President Martelly of electoral coup",0,1,2,"several thousand",2000,"Agence France Presse -- English",3
3880,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-19,1,"","against:upcoming election",0,NA,NA,"thousands",2000,"Agence France Presse -- English",3
3876,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-19,1,"","for:new elections;for:revolution",0,1,2,"few thousand",2000,"The Associated Press",3
3877,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-18,1,"","against:election",0,1,2,"several thousand",2000,"Agence France Presse -- English",3
3873,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-18,1,"","for:new elections;for:removal of President Michel Martelly",0,1,2,"2000",2000,"The Associated Press",3
3874,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-18,1,"","against:second election round",0,1,NA,"hundreds",200,"Agence France Presse -- English",3
3884,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-18,1,"","against:upcoming election",0,1,2,"",NA,"Agence France Presse -- English",3
3881,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-18,1,"","against:upcoming election",0,NA,NA,"thousands",2000,"Agence France Presse -- English",3
3879,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-18,1,"","against:upcoming election",0,1,2,"thousands",2000,"Agence France Presse -- English",3
3872,41,3718426,18.54349,-72.33881,"Port-au-Prince",2016-01-11,1,"","against:late and violent elections",0,NA,NA,"50",50,"Agence France Presse -- English",3
3895,41,3718420,19.93984,-72.83037,"Port-de-Paix",2016-01-28,0,"","for:new election date",0,NA,NA,"",NA,"BBC Monitoring Latin America - Political Supplied by BBC Worldwide Monitoring",3
264843,41,3716445,18.71667,-72.35,"Ti Tanyin",2021-10-19,3,"","for:release of missionaries",NA,NA,NA,"dozens",25,"Associated Press International",4
37510,41,3716737,19.63634,-71.95483,"Terrier Rouge",2015-12-19,1,"","against:election results",0,3,3,"",NA,"Associated Press International",4
12165,41,3717588,19.10819,-72.69379,"Saint-Marc",2019-06-10,1,"","for:ouster of Moise;against:corruption",0,NA,NA,"",NA,"Associated Press International",4
12293,41,3717588,19.10819,-72.69379,"Saint-Marc",2019-09-27,1,"","for:Moise's resignation",0,1,2,"",NA,"BBC Monitoring: International Reports",4
264445,41,3717588,19.10819,-72.69379,"Saint-Marc",2021-01-15,1,"","",0,NA,NA,"",NA,"Associated Press International",4
347512,41,3718420,19.93984,-72.83037,"Port-de-Paix",2022-09-07,1,"","for:ouster of prime minister;for:safer streets;for:more affordable goods",0,NA,2,"",NA,"Associated Press International",4
37234,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-01-09,1,"Aristide supporters","against:political persecution",0,NA,NA,"thousands",2000,"Agence France Presse - English",4
37259,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-07-19,1,"","against:legalization of gay marriage",0,NA,NA,"1000",1000,"BBC Monitoring: International Reports",4
37264,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-09-30,1,"","for:support of former president Aristide",0,NA,2,"several thousand",2000,"Agence France Presse - English",4
37266,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-10-17,1,"party chiefs;parliamentarians;youth","for:resignation of president;against:poverty;against:unemployment",0,1,2,"thousands",2000,"Agence France Presse - English",4
37267,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-10-18,1,"opposition party leaders;parliamentarians","against:president",0,NA,NA,"thousands",2000,"BBC Monitoring: International Reports",4
37271,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-10-23,1,"","against:arrest of lawyer;for:resignation of president",0,1,2,"hundreds",200,"Agence France Presse - English",4
37272,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-10-23,1,"","against:arrest of lawyer",0,1,2,"",NA,"BBC Monitoring: International Reports",4
37269,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-10-23,1,"young demonstrators","for:liberation of opposition attorney;for:resignation of president",0,1,2,"hundreds",200,"Agence France Presse - English",4
37276,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-11-07,1,"anti-Martelly demonstrators;Martelly loyalists","for:resignation of president",0,2,NA,"thousands",2000,"Agence France Presse - English",4
37280,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-11-18,1,"","for:resignation of Martelly",0,NA,NA,"thousands",2000,"BBC Monitoring: International Reports",4
37279,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-11-18,1,"anti-government demonstrators","for:better living conditions;for:resignation of President Martelly",0,NA,NA,"thousands",2000,"Agence France Presse - English",4
37278,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-11-18,1,"","for:better living conditions;for:resignation of President Martelly",0,1,2,"10000",10000,"Agence France Presse - English",4
37285,41,3718426,18.54349,-72.33881,"Port-au-Prince",2013-11-29,1,"young Haitians","for:resignation of president",0,NA,2,"thousands",2000,"Agence France Presse - English",4
37351,41,3718426,18.54349,-72.33881,"Port-au-Prince",2014-02-27,1,"supporters of former president Aristide","against:corruption of current government",0,NA,NA,"2000",2000,"Associated Press International",4
37356,41,3718426,18.54349,-72.33881,"Port-au-Prince",2014-03-29,1,"opposition parties","for:resignation of president",0,NA,NA,"several thousand",2000,"Associated Press International",4
37500,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-11-12,1,"opposition;partisans;presidential candidates","for:resignation of the head of state;for:formation of transitional government;for:exclusion of presidential candidate",0,NA,NA,"several thousand",2000,"BBC Monitoring: International Reports",4
37499,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-11-18,1,"opposition supporters","for:vote recount",0,NA,2,"several thousand",2000,"Associated Press International",4
37501,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-11-20,1,"opposition demonstrators","against:preliminary election results",0,3,NA,"",NA,"Agence France Presse - English",4
37502,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-11-20,1,"government supporters;supporters of presidential candidates","for:anullement of election",0,3,NA,"thousands",2000,"Associated Press International",4
37504,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-11-25,1,"","against:election result",0,2,2,"",NA,"BBC Monitoring: International Reports",4
37503,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-11-25,1,"","against:election result",0,2,2,"",NA,"Associated Press International",4
37506,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-12-10,1,"human rights groups","for:new elections",0,NA,NA,"1000",1000,"Associated Press International",4
37507,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-12-10,1,"human rights organizations;presidential candidates;officials;militants;political parties","for:verification of vote results",0,NA,NA,"several thousand",2000,"BBC Monitoring: International Reports",4
37508,41,3718426,18.54349,-72.33881,"Port-au-Prince",2015-12-16,1,"","against:election fraud",0,1,2,"2000;3000",2500,"Agence France Presse - English",4
12126,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-02-02,1,"","against:economic mismanagement;corruption",0,3,1,"thousands",2000,"Associated Press International",4
12125,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-02-08,1,"","for:ouster of Moise;against:corruption",0,1,2,"thousands",2000,"Associated Press International",4
12128,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-02-10,1,"","for:ouster of Moise",0,NA,NA,"hundreds",200,"Agence France Presse - English",4
12130,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-02-10,1,"","against:corruption;poor government performance;insecurity;high living costs",0,3,2,"hundreds",200,"BBC Monitoring: International Reports",4
12135,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-02-13,1,"young people","for:ouster of Moise",0,2,2,"",NA,"Agence France Presse - English",4
12134,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-02-13,1,"","for:Moise's resignation;against:growing social inequalities;corruption",0,3,2,"hundreds;thousands",1100,"Agence France Presse - English",4
12158,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-05-30,1,"","for:solidarity with opposition lawmakers",0,1,2,"dozens",25,"Agence France Presse - English",4
12162,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-06-10,1,"","for:ouster of Moise;against:corruption",0,3,2,"",NA,"Associated Press International",4
12167,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-06-10,1,"","for:ouster of Moise;against:corruption",0,1,NA,"",NA,"Associated Press International",4
12161,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-06-10,1,"","for:ouster of Moise",0,NA,NA,"several thousand",2000,"Agence France Presse - English",4
12170,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-06-13,1,"","for:ouster of Moise;against:corruption",0,1,2,"thousands",2000,"Associated Press International",4
12178,41,3718426,18.54349,-72.33881,"Port-au-Prince",2019-09-23,1,"opposition supporters","against:Michel's nomination",0,2,2,"",NA,"BBC Monitoring: International Reports",4
